Word	Phonetic
itinerary	/aɪˈtɪnɝˌɛɹi/
quarantine	/ˈkwɔɹənˌtin/
treacherous	/ˈtɹɛtʃɝəs/
abject	/ˈæbdʒɛkt/
capsize	/ˈkæpˌsaɪz/
tenet	/ˈtɛnət/
agile	/ˈædʒəɫ/
tertiary education	
alleviate	/əˈɫiviˌeɪt/
exponential	/ˌɛkspoʊˈnɛnʃəɫ/
ambivalent	/æmˈbɪvəɫənt/
arduous	/ˈɑɹdʒuəs/
assortment	/əˈsɔɹtmənt/
balk	/ˈbɑɫk/, /ˈbɔk/
cache	/ˈkæʃ/, /kæˈʃeɪ/
telltale	/ˈtɛɫˌteɪɫ/
capricious	/kəˈpɹɪʃəs/
tenuous	/ˈtɛnjəwəs/
a cascade of	
chastise	/tʃæˈstaɪz/
circumscribe	/ˌsɝkəmsˈkɹaɪb/
collate	/kəˈɫeɪt/
lust	/ˈɫəst/
conjure up	
frenetic	/fɹəˈnɛtɪk/
equilibrium	/ˌikwəˈɫɪbɹiəm/
constrict	/kənˈstɹɪkt/
decimate	/ˈdɛsəˌmeɪt/
subterfuge	/ˈsəbtɝfˌjudʒ/
polemic	/pəˈɫɛmɪk/
derision	/dɝˈɪʒən/
replenish	/ɹiˈpɫɛnɪʃ/
expound on	
altruistic	/ˌɔɫtɹuˈɪstɪk/
devious	/ˈdiviəs/
mangle	/ˈmæŋɡəɫ/
opaque	/oʊˈpeɪk/
fortuitous	/fɔɹˈtuɪtəs/
enthralling	
adamant	/ˈædəmənt/
revamp	/ɹiˈvæmp/
envisage	/ɛnˈvɪzɪdʒ/
grunt	/ˈɡɹənt/
malleable	/ˈmæɫiəbəɫ/
exacerbate	/ɪɡˈzæsɝˌbeɪt/
predisposition	/ˌpɹidɪspəˈzɪʃən/
impede	/ˌɪmˈpid/
esoteric	/ˌɛsəˈtɛɹɪk/, /ˌɛsoʊˈtɛɹɪk/
discrete	/dɪsˈkɹit/
reflex	/ˈɹifɫɛks/
extol	/ɪkˈstoʊɫ/
rickety	/ˈɹɪkəti/
fallacy	/ˈfæɫəsi/
reiterate	/ɹiˈɪtɝˌeɪt/
filthy	/ˈfɪɫθi/
shun	/ˈʃən/
taunt	/ˈtɔnt/
fluster	/ˈfɫəstɝ/
exuberant	/ɪɡˈzubɝənt/
grapple	/ˈɡɹæpəɫ/
frontline	/ˈfɹəntˌɫaɪn/
glean	/ˈɡɫin/
extant	/ˈɛkstənt/
fallible	/ˈfæɫəbəɫ/
detrimental	/ˌdɛtɹəˈmɛnəɫ/, /ˌdɛtɹəˈmɛntəɫ/
gullible	/ˈɡəɫəbəɫ/
hoist	/ˈhɔɪst/
doodle	/ˈdudəɫ/
enigma	/ɪˈnɪɡmə/
connotation	/ˌkɑnəˈteɪʃən/
exorbitant	/ɪɡˈzɔɹbɪtənt/
homage	/ˈɑmədʒ/, /ˈhɑmədʒ/
impart	/ˌɪmˈpɑɹt/
postulate	/ˈpɑstʃəˌɫeɪt/, /ˈpɑstʃəɫət/
impenetrable	/ˌɪmˈpɛnətɹəbəɫ/
counterintuitive	
hunch	/ˈhəntʃ/
crumple	/ˈkɹəmpəɫ/
debilitate	/dəˈbɪɫəˌteɪt/
impetus	/ˈɪmpətəs/
ludicrous	/ˈɫudəkɹəs/
malevolent	/məˈɫɛvəɫənt/
deviate	/ˈdiviˌeɪt/
adjunct	/ˈæˌdʒəŋkt/
miscellaneous	/ˌmɪsəˈɫeɪniəs/
naysayer	/ˌneɪˈseɪɝ/
ominous	/ˈɑmənəs/
porous	/ˈpɔɹəs/
delve into	
onslaught	/ˈɔnˌsɫɔt/
aficionado	/əˌfiʃjəˈnɑˌdoʊ/
extrovert	/ˈɛkstɹəˌvɝt/
ostensible	/ɑˈstɛnsəbəɫ/
pacify	/ˈpæsəˌfaɪ/
instil	/ɪnˈstɪl/
painstakingly	/ˈpeɪnˌsteɪkɪŋɫi/
engender	/ɛnˈdʒɛndɝ/, /ɪnˈdʒɛndɝ/
pivotal	/ˈpɪvətəɫ/
poignant	/ˈpɔɪnjənt/
stagnant	/ˈstæɡnənt/
peruse	/pɝˈuz/
elucidate	/ɪˈɫusəˌdeɪt/
subliminal	/səˈbɫɪmɪnəɫ/
propound	/pɹəˈpaʊnd/
interminable	/ˌɪnˈtɝmənəbəɫ/
lopsided	/ˈɫɑpˈsaɪdɪd/
proximity	/pɹɑkˈsɪməti/
quench	/ˈkwɛntʃ/
recalcitrant	/ɹɪˈkæɫsɪtɹənt/
preposterous	/pɹɪˈpɑstɝəs/, /pɹɪˈpɑstɹəs/
redress	/ˈɹidɹɛs/, /ɹɪˈdɹɛs/
pristine	/ˈpɹɪstin/
propagate	/ˈpɹɑpəˌɡeɪt/
sage	/ˈseɪdʒ/
prowess	/ˈpɹaʊəs/
salient	/ˈseɪɫiənt/, /ˈseɪɫjənt/
noxious	/ˈnɑkʃəs/
obnoxious	/ɑbˈnɑkʃəs/
supplant	/səˈpɫænt/
tantalise	
shrivel	/ˈʃɹɪvəɫ/
dredge	/ˈdɹɛdʒ/
tether	/ˈtɛðɝ/
venomous	/ˈvɛnəməs/
pamper	/ˈpæmpɝ/
depletion	/dɪˈpɫiʃən/
thrifty	/ˈθɹɪfti/
disband	/dɪsˈbænd/
vicissitude	/ˌvɪˈsɪsɪtud/
embroidery	/ɛmˈbɹɔɪdɝi/
induction	/ˌɪnˈdəkʃən/
thwart	/ˈθwɔɹt/
vandalism	/ˈvændəɫɪzəm/
inquisitive	/ˌɪnˈkwɪzɪtɪv/
nominal	/ˈnɑmənəɫ/
outspoken	/ˈaʊtˈspoʊkən/
trailblazer	/ˈtɹeɪɫˌbɫeɪzɝ/
pensive	/ˈpɛnsɪv/
feud	/ˈfjud/
telling	/ˈtɛɫɪŋ/
presumably	/pɹəˈzuməbɫi/, /pɹiˈzuməbɫi/, /pɹɪˈzuməbɫi/
foothold	/ˈfʊtˌhoʊɫd/
pliable	/ˈpɫaɪəbəɫ/
trajectory	/tɹəˈdʒɛktɝi/
plush	/ˈpɫəʃ/
resurgence	/ɹiˈsɝdʒəns/
tremor	/ˈtɹɛmɝ/
overshadow	/ˈoʊvɝˈʃædoʊ/
retract	/ɹiˈtɹækt/
stuffy	/ˈstəfi/
cornerstone	/ˈkɔɹnɝˌstoʊn/
repercussion	/ˌɹipɝˈkəʃən/, /ˌɹipɹəˈkəʃən/
transitory	/ˈtɹænzəˌtɔɹi/
unwind	/ənˈwaɪnd/
inhospitable	/ˌɪnhɑˈspɪtəbəɫ/, /ɪnˈhɑspətəbəɫ/
stepping stone	
acumen	/əkˈjumən/
rapport	/ɹæˈpɔɹ/
stumbling block	
disparity	/dɪˈspɛɹəti/
predicament	/pɹiˈdɪkəmənt/, /pɹɪˈdɪkəmənt/
dearth	/ˈdɝθ/
traction	/ˈtɹækʃən/
demeanour	/dɪˈminɝ/
panacea	/ˌpænəˈsiə/
hoax	/ˈhoʊks/
capitalise on	
add to	
earmark	/ˈiɹˌmɑɹk/, /ˈɪɹˌmɑɹk/
procrastinate	/pɹəˈkɹæstəˌneɪt/
reinvigorate	/ˌɹiɪnˈvɪɡɝˌeɪt/
factor in	
evict	/ɪˈvɪkt/
confiscate	/ˈkɑnfəˌskeɪt/
furlough	/ˈfɝɫoʊ/
dampen	/ˈdæmpən/
fathom	/ˈfæðəm/
pique	/ˈpik/
abate	/əˈbeɪt/
inculcate	/ˈɪŋkəɫˌkeɪt/
forestall	/fɔɹˈstɔɫ/
exude	/ɪɡˈzud/
divulge	/daɪˈvəɫdʒ/, /dɪˈvəɫdʒ/
corroborate	/kɝˈɑbɝˌeɪt/
irreparable	/ˌɪˈɹɛpɝəbəɫ/
encapsulate	/ɛnˈkæpsəˌɫeɪt/
infinitesimal	/ˌɪnfɪnɪˈtɛsɪməɫ/
rundown	/ˈɹənˌdaʊn/
diagonal	/daɪˈæɡənəɫ/
good-natured	/ɡʊdˈneɪtʃəd/
hilarious	/hɪˈɫɛɹiəs/
dissipate	/ˈdɪsəˌpeɪt/
immaculate	/ˌɪˈmækjuɫɪt/
ad hoc	
vice versa	
concerted	/kənˈsɝtəd/, /kənˈsɝtɪd/
inept	/ˌɪˈnɛpt/
holistic	/hoʊˈɫɪstɪk/
apprehensive	/ˌæpɹiˈhɛnsɪv/, /ˌæpɹɪˈhɛnsɪv/
cumbersome	/ˈkəmbɝsəm/
unscrupulous	/ənsˈkɹupjəɫəs/
sporadic	/spɝˈædɪk/
tantamount	/ˈtæntəˌmaʊnt/
prolific	/pɹoʊˈɫɪfɪk/
sizeable	/ˈsaɪzəbəɫ/
indelible	/ˌɪnˈdɛɫɪbəɫ/
stringent	/ˈstɹɪndʒənt/
pernicious	/pɝˈnɪʃəs/
impoverished	/ˌɪmˈpɑvɹɪʃt/
rampant	/ˈɹæmpənt/
mind-boggling	/ˈmaɪndˌbɒɡ(ə)lɪŋ/
well-rounded	/ˌwɛlˈɹaʊndɪd/
rife	/ˈɹaɪf/
makeshift	/ˈmeɪkˌʃɪft/
inextricably	/ˌɪˈnɛkstɹɪˌkəbɫi/
fictitious	/fɪkˈtɪʃəs/
inscrutable	/ˌɪnsˈkɹutəbəɫ/
breadwinner	/ˈbɹɛdˌwɪnɝ/
camaraderie	/ˌkɑmɝˈɑdɝi/
plaudit	/ˈpɫɔdɪt/
harbinger	/ˈhɑɹbɪndʒɝ/
inception	/ˌɪnˈsɛpʃən/
springboard	/ˈspɹɪŋˌbɔɹd/
bemoan	/bɪˈmoʊn/
instigate	/ˈɪnstəˌɡeɪt/
eavesdrop	/ˈivzˌdɹɑp/
circumvent	/ˌsɝkəmˈvɛnt/
sidetrack	/ˈsaɪdˌtɹæk/
relinquish	/ɹiˈɫɪŋkwɪʃ/, /ɹɪˈɫɪŋkwɪʃ/
dabble in	
cancel out	
expedite	/ˈɛkspɪˌdaɪt/
convoluted	/ˈkɑnvəˌɫutəd/
germane	/dʒɝˈmeɪn/
stricken	/ˈstɹɪkən/
abysmal	/əˈbɪzməɫ/
vehement	/ˈviəmənt/, /vəˈhimənt/
gripping	/ˈɡɹɪpɪŋ/
thought-provoking	
close-knit	
raucous	/ˈɹɔkəs/
tenacious	/təˈneɪʃəs/
intrepid	/ɪnˈtɹɛpəd/
sumptuous	/ˈsəmptʃuəs/, /ˈsəmptʃwəs/
drab	/ˈdɹæb/
unspoilt	
upmarket	/ˈəpˌmɑɹkət/
solitary	/ˈsɑɫəˌtɛɹi/
omnipresent	/ˌɑmnɪˈpɹɛzənt/
translucent	/tɹænˈsɫusənt/
vigilant	/ˈvɪdʒəɫənt/
garrulous	/ˈɡɛɹəɫəs/
a barrage of	
optimise	
multifaceted	/ˌməɫtiˈfæsətɪd/
pathfinder	/ˈpæθˌfaɪndɝ/
homogenous	/həˈmɑdʒənəs/
overbearing	/ˈoʊvɝˈbɛɹɪŋ/
ordeal	/ɔɹˈdiɫ/
boisterous	/ˈbɔɪstɝəs/, /ˈbɔɪstɹəs/
solace	/ˈsɑɫəs/, /ˈsoʊɫɪs/
mesmerise	
quagmire	/ˈkwæɡˌmaɪɝ/
epitome	/ɪˈpɪtəmi/
engulf	/ɪnˈɡəɫf/
reminiscent	/ˌɹɛməˈnɪsənt/
plethora	/ˈpɫɛθɝə/, /pɫəˈθɔɹə/
akin	/ˈeɪkɪn/, /əˈkɪn/
nebulous	/ˈnɛbjəɫəs/
seminal	/ˈsɛmənəɫ/
ephemeral	/ɪˈfɛmɝəɫ/
expend	/ɪkˈspɛnd/
assuage	/əˈsweɪdʒ/
annihilate	/əˈnaɪəˌɫeɪt/
extrapolate	/ɛkˈstɹæpəˌɫeɪt/
eschew	/ɛsˈtʃu/
palpable	/ˈpæɫpəbəɫ/
incongruous	/ˌɪŋˈkɔŋɹuəs/
predicate	/ˈpɹɛdəˌkeɪt/, /ˈpɹɛdɪkət/
alienate	/ˈeɪɫjəˌneɪt/
burrow	/ˈbɝoʊ/
gape at	
cordial	/ˈkɔɹdʒəɫ/
smudge	/ˈsmədʒ/
lunge	/ˈɫəndʒ/
gallant	/ˈɡæɫənt/
legible	/ˈɫɛdʒəbəɫ/
obliterate	/əˈbɫɪtɝˌeɪt/
stench	/ˈstɛntʃ/
baffling	/ˈbæfəɫɪŋ/, /ˈbæfɫɪŋ/
blunder	/ˈbɫəndɝ/
taxing	/ˈtæksɪŋ/
vested	/ˈvɛstɪd/
accrue	/əˈkɹu/
perverse	/pɝˈvɝs/
quibble	/ˈkwɪbəɫ/
despondent	/dɪˈspɑndənt/
auspicious	/ɑˈspɪʃəs/
smother	/ˈsməðɝ/
sack	/ˈsæk/
virtuoso	/vɝtʃuˈoʊsoʊ/
inexorable	/ˌɪˈnɛksɝəbəɫ/
musty	/ˈməsti/
deflect	/dɪˈfɫɛkt/
scuffle	/ˈskəfəɫ/
swivel	/ˈswɪvəɫ/
insidious	/ˌɪnˈsɪˌdiəs/
brittle	/ˈbɹɪtəɫ/
palatable	/ˈpæɫətəbəɫ/
tramp	/ˈtɹæmp/
puberty	/ˈpjubɝti/
audacious	/ɑˈdeɪʃəs/
hamper	/ˈhæmpɝ/
plight	/ˈpɫaɪt/
eerie	/ˈɪɹi/
augment	/ɔɡˈmɛnt/
fend off	
tenable	/ˈtɛnəbəɫ/
jostle	/ˈdʒɑsəɫ/
assimilate	/əˈsɪməˌɫeɪt/
loathe	/ˈɫoʊð/
fret	/ˈfɹɛt/
destitute	/ˈdɛstəˌtut/
outdated	/ˈaʊtˌdeɪtɪd/
legacy	/ˈɫɛɡəsi/
mound	/ˈmaʊnd/
chronological	/ˌkɹɑnəˈɫɑdʒɪkəɫ/
landmark	/ˈɫændˌmɑɹk/
prehistoric	/ˌpɹihɪˈstɔɹɪk/
relic	/ˈɹɛɫɪk/
primal	/ˈpɹaɪməɫ/
basin	/ˈbeɪsən/
imperial	/ˌɪmˈpɪɹiəɫ/
ridge	/ˈɹɪdʒ/
Renaissance	/ˌɹɛnəˈsɑns/
latitude	/ˈɫætəˌtud/
tyranny	/ˈtɪɹəni/
cartography	/kɐː(ɹ)ˈtɔɡɹəfɪi̯/
treasure trove	
milestone	/ˈmaɪɫˌstoʊn/
autocracy	/ɔˈtɑkɹəsi/
throne	/ˈθɹoʊn/
hinterland	/ˈhɪntɝˌɫænd/
enclave	/ˈɑnˌkɫeɪv/, /ˈɛnˌkɫeɪv/
lagoon	/ɫəˈɡun/
metropolitan	/ˌmɛtɹəˈpɑɫətən/
Atlantic	/ətˈɫænɪk/, /ətˈɫæntɪk/
terrain	/tɝˈeɪn/
dinosaur	/ˈdaɪnəˌsɔɹ/
ethnography	/ɛθˈnɒɡɹəfi/
archipelago	/ˌɑɹkəˈpɛɫəˌɡoʊ/, /ˌɑɹtʃəpəˈɫeɪˌɡoʊ/
gulf	/ˈɡəɫf/
hilly	/ˈhɪɫi/
archaeology	/ˌɑɹkiˈɑɫədʒi/
unearth	/əˈnɝθ/
mythology	/məˈθɑɫəˌdʒi/
topography	/təˈpɑɡɹəfi/
gorge	/ˈɡɔɹdʒ/
ashore	/əˈʃɔɹ/
lord	/ˈɫɔɹd/
primeval	/pɹaɪˈmivəɫ/
chronicle	/ˈkɹɑnɪkəɫ/
empress	/ˈɛmpɹɛs/
colonise	
geography	/dʒiˈɑɡɹəfi/
empire	/ˈɛmpaɪɝ/
myth	/ˈmɪθ/
dynasty	/ˈdaɪnəsti/
kingdom	/ˈkɪŋdəm/
continent	/ˈkɑntənənt/
medieval	/miˈdivəɫ/, /mɪˈdivəɫ/, /mɪdˈjivəɫ/
reign	/ˈɹeɪn/
degenerative	/dɪˈdʒɛnɝətɪv/
pumice	/ˈpəməs/
ferment	/ˈfɝmɛnt/, /fɝˈmɛnt/
idyllic	/aɪˈdɪɫɪk/
plough	/ˈpɫaʊ/, /ˈpɫoʊ/
lush	/ˈɫəʃ/
blight	/ˈbɫaɪt/
shrub	/ˈʃɹəb/
pest	/ˈpɛst/
catastrophe	/kəˈtæstɹəfi/
renewable	/ɹiˈnuəbəɫ/
primate	/ˈpɹaɪˌmeɪt/
litter	/ˈɫɪtɝ/
nutrient	/ˈnutɹiənt/
terrestrial	/tɝˈɛstɹiəɫ/
cellular	/ˈsɛɫjəɫɝ/
embryo	/ˈɛmbɹiˌoʊ/
reptile	/ˈɹɛptaɪɫ/
wool	/ˈwʊɫ/
cocoon	/kəˈkun/
tissue	/ˈtɪsˌju/, /ˈtɪʃu/
tectonic	/tɛkˈtɑnɪk/
germ	/ˈdʒɝm/
dairy product	
hibernation	/ˌhaɪbɝˈneɪʃən/
algae	/ˈæɫdʒi/
amphibian	/æmˈfɪbiən/
foliage	/ˈfoʊɫiɪdʒ/, /ˈfoʊɫɪdʒ/
larva	/ˈɫɑɹvə/
marsupial	/mɑɹˈsupiəɫ/
metamorphosis	/ˌmɛtəˈmɔɹfəsəs/
nocturnal	/nɑkˈtɝnəɫ/
spine	/ˈspaɪn/
submerge	/səbˈmɝdʒ/
rodent	/ˈɹoʊdənt/
nectar	/ˈnɛktɝ/
perch	/ˈpɝtʃ/
vertebrate	/ˈvɝtəˌbɹeɪt/
clay	/ˈkɫeɪ/
foetus	/ˈfiːtəs/
fertiliser	
extraterrestrial	/ˌɛkstɹətɝˈɛstɹiəɫ/
landfill	/ˈɫændˌfɪɫ/
symbiotic	/ˌsɪmbiˈɑtɪk/
torrential	/tɔˈɹɛnʃəɫ/
meteorology	/ˌmitiɝˈɑɫədʒi/
invertebrate	/ˌɪnˈvɝtəˌbɹeɪt/, /ˌɪnˈvɝtəbɹət/
airborne	/ˈɛɹˌbɔɹn/
bud	/ˈbəd/
chromosome	/ˈkɹoʊməˌsoʊm/, /ˈkɹoʊməˌzoʊm/
fungus (複)fungi	
breed	/ˈbɹid/
humid	/ˈhjuməd/, /ˈhjumɪd/, /ˈjuməd/, /ˈjumɪd/
mammal	/ˈmæməɫ/
moisture	/ˈmɔɪstʃɝ/
emission	/ɪˈmɪʃən/
extinct	/ɪkˈstɪŋkt/
flock	/ˈfɫɑk/
seed	/ˈsid/
palm	/ˈpɑɫm/, /ˈpɑm/
forehead	/ˈfɔɹhɛd/
trunk	/ˈtɹəŋk/
insect	/ˈɪnˌsɛkt/
hatch	/ˈhætʃ/
worm	/ˈwɝm/
bark	/ˈbɑɹk/
feather	/ˈfɛðɝ/
outback	/ˈaʊtˌbæk/
bacteria	/bækˈtɪɹiə/
biology	/baɪˈɑɫədʒi/
botany	/ˈbɑtəni/
herd	/ˈhɝd/
herbicide	/ˈɝbɪˌsaɪd/, /ˈhɝbɪˌsaɪd/
endangered	/ɛnˈdeɪndʒɝd/, /ɪnˈdeɪndʒɝd/
sap	/ˈsæp/
seabed	/ˈsiˌbɛd/
astronomer	/əˈstɹɑnəmɝ/
nurture	/ˈnɝtʃɝ/
astronomical	/ˌæstɹəˈnɑmɪkəɫ/
glacier	/ˈɡɫeɪʃɝ/
biodiversity	/ˌbaɪoʊdaɪˈvɝsəti/
tundra	/ˈtəndɹə/
haze	/ˈheɪz/
tidal	/ˈtaɪdəɫ/
canyon	/ˈkænjən/
microbial	/maɪˈkɹoʊbiəɫ/
pollinate	/ˈpɑɫəˌneɪt/
tropical	/ˈtɹɑpɪkəɫ/
erosion	/ɪˈɹoʊʒən/
ash	/ˈæʃ/
desalination	/diˌseɪɫɪˈneɪʃən/
indigenous	/ˌɪnˈdɪdʒənəs/
eclipse	/əˈkɫɪps/, /iˈkɫɪps/, /ɪˈkɫɪps/
spawn	/ˈspɑn/, /ˈspɔn/
aquatic	/əˈkwætɪk/, /əˈkwɑtɪk/
fossilised	
cosmic	/ˈkɑzmɪk/
galaxy	/ˈɡæɫəksi/
geology	/dʒiˈɑɫədʒi/
volcanic	/vɑɫˈkænɪk/
zoologist	/zoʊˈɑɫədʒəst/
constellation	/ˌkɑnstəˈɫeɪʃən/
fieldwork	/ˈfiɫdˌwɝk/
scenery	/ˈsinɝi/
marsh	/ˈmɑɹʃ/
arid	/ˈæɹəd/, /ˈɛɹəd/
bloom	/ˈbɫum/
erode	/ˈiɹoʊd/, /ɪˈɹoʊd/
flora and fauna	
fertility	/fɝˈtɪɫəti/, /fɝˈtɪɫɪti/
lava	/ˈɫɑvə/
lunar	/ˈɫunɝ/
spectacle	/ˈspɛktəkəɫ/
strait	/ˈstɹeɪt/
stratosphere	/ˈstɹætəsˌfɪɹ/
wilderness	/ˈwɪɫdɝnəs/
cape	/ˈkeɪp/
arable	/ˈæɹəbəɫ/
barren	/ˈbæɹən/, /ˈbɛɹən/
sediment	/ˈsɛdəmənt/
blossom	/ˈbɫɑsəm/
comet	/ˈkɑmət/
contamination	/kənˌtæməˈneɪʃən/
wetland	/ˈwɛtˌɫænd/
agrarian	/əˈɡɹɛɹiən/
horticulture	/ˈhɔɹtɪˌkəɫtʃɝ/
midday	/ˈmɪdˌdeɪ/
afield	/əˈfiɫd/
cavern	/ˈkævɝn/
celestial	/səˈɫɛstʃəɫ/
estuary	/ˈɛstʃuˌɛɹi/
forestry	/ˈfɔɹəstɹi/
iceberg	/ˈaɪsbɝɡ/
soil	/ˈsɔɪɫ/
crop	/ˈkɹɑp/
grain	/ˈɡɹeɪn/
greenhouse	/ˈɡɹinˌhaʊs/
resource	/ˈɹisɔɹs/
satellite	/ˈsætəˌɫaɪt/
geographical	/ˌdʒiəˈɡɹæfɪkəɫ/
fertile	/ˈfɝtəɫ/, /fɝˈtaɪɫ/
orbit	/ˈɔɹbət/
peak	/ˈpik/
ecosystem	/ˈikoʊˌsɪstəm/
eco-friendly	
coral reef	
universe	/ˈjunəˌvɝs/
channel	/ˈtʃænəɫ/
wildlife	/ˈwaɪɫdˌɫaɪf/
cliff	/ˈkɫɪf/
flood	/ˈfɫəd/
nest	/ˈnɛst/
fog	/ˈfɑɡ/, /ˈfɔɡ/
lightning	/ˈɫaɪtnɪŋ/
decompose	/ˌdikəmˈpoʊz/
microbe	/ˈmaɪˌkɹoʊb/
temperate	/ˈtɛmpɝət/, /ˈtɛmpɹət/
muggy	/ˈməɡi/
drizzle	/ˈdɹɪzəɫ/
gust	/ˈɡəst/
permeate	/ˈpɝmiˌeɪt/
sulphur	/ˈsəɫfɝ/
aquifer	/ˈækwəfɝ/
dormant	/ˈdɔɹmənt/
boulder	/ˈboʊɫdɝ/
gravel	/ˈɡɹævəɫ/
sludge	/ˈsɫədʒ/
microplastics	
ooze	/ˈuz/
uproot	/əˈpɹut/
superiority	/ˌsupɪɹiˈɔɹɪti/
excrete	/ɪksˈkɹit/
twig	/ˈtwɪɡ/
spore	/ˈspɔɹ/
germinate	/ˈdʒɝməˌneɪt/
vine	/ˈvaɪn/
phenomenon	/fəˈnɑməˌnɑn/
silt	/ˈsɪɫt/
crevice	/ˈkɹɛvəs/
compost	/ˈkɑmpoʊst/
incineration	/ˌɪnˈsɪnɝˌeɪʃən/
fallow	/ˈfæˌɫoʊ/
insulation	/ˌɪnsəˈɫeɪʃən/
cactus	/ˈkæktəs/
carnivorous	/kɑɹˈnɪvɝəs/
crustacean	/kɹəˈsteɪʃən/
desertification	
equinox	/ˈikwəˌnɑks/
herbivorous	/ɝˈbɪvɝəs/, /hɝˈbɪvɝəs/
silkworm	/ˈsɪɫkwɝm/
habitat	/ˈhæbəˌtæt/
pasture	/ˈpæstʃɝ/
swamp	/ˈswɑmp/, /ˈswɔmp/
seep	/ˈsip/
incubate	/ˈɪnkjəˌbeɪt/
secrete	/sɪˈkɹit/
wobble	/ˈwɑbəɫ/
stash	/ˈstæʃ/
wag	/ˈwæɡ/
canopy	/ˈkænəpi/
rouse	/ˈɹaʊs/, /ˈɹaʊz/
thorn	/ˈθɔɹn/
asteroid	/ˈæstɝˌɔɪd/
ultraviolet rays	
curator	/ˈkjʊɹətɝ/, /kjʊˈɹeɪtɝ/
egalitarian	/ɪˌɡæɫəˈtɛɹiən/
patriotism	/ˈpeɪtɹiəˌtɪzəm/
sacred	/ˈseɪkɹəd/, /ˈseɪkɹɪd/
policymaker	/ˈpɑɫəsiˌmeɪkɝ/
textile	/ˈtɛkˌstaɪɫ/
councillor	
ambition	/æmˈbɪʃən/
autocratic	/ˌɔtəˈkɹætɪk/
democracy	/dɪˈmɑkɹəsi/
monk	/ˈməŋk/
initiative	/ˌɪˈnɪʃətɪv/, /ˌɪˈnɪʃjətɪv/
referendum	/ˌɹɛfɝˈɛndəm/
priest	/ˈpɹist/
authoritarian	/əˌθɔɹəˈtɛɹiən/
disembodied	/dɪsɪˈbɑdid/
superstition	/ˌsupɝˈstɪʃən/
mission	/ˈmɪʃən/
humanitarian	/ˌhjuˌmænəˈtɛɹiən/, /ˌjuˌmænəˈtɛɹiən/
conventional	/kənˈvɛnʃənəɫ/
exile	/ˈɛɡˌzaɪɫ/, /ˈɛkˌsaɪɫ/
sin	/ˈsɪn/
faith	/ˈfeɪθ/
folklore	/ˈfoʊˌkɫɔɹ/
worship	/ˈwɝʃəp/, /ˈwɝʃɪp/
bless	/ˈbɫɛs/
ritual	/ˈɹɪtʃuəɫ/
pottery	/ˈpɑtɝi/
tribe	/ˈtɹaɪb/
congress	/ˈkɑŋɡɹəs/
parliament	/ˈpɑɹɫəmənt/
Biblical	/ˈbɪbɫəkəɫ/, /ˈbɪbɫɪkəɫ/
nomadic	/noʊˈmædɪk/
republic	/ɹiˈpəbɫək/, /ɹiˈpəbɫɪk/
minister	/ˈmɪnəstɝ/, /ˈmɪnɪstɝ/
governor	/ˈɡəvɝnɝ/
govern	/ˈɡəvɝn/
district	/ˈdɪstɹɪkt/
territory	/ˈtɛɹɪˌtɔɹi/
council	/ˈkaʊnsəɫ/
dialect	/ˈdaɪəˌɫɛkt/
tongue	/ˈtəŋ/
dispute	/dɪˈspjut/
cultivated	/ˈkəɫtəˌveɪtɪd/
biography	/baɪˈɑɡɹəfi/
hazardous	/ˈhæzɝdəs/
porcelain	/ˈpɔɹsəɫən/
appliance	/əˈpɫaɪəns/
blackout	/ˈbɫæˌkaʊt/
connoisseur	/ˌkɑnəˈsɝ/
bureaucratic	/ˌbjʊɹəˈkɹætɪk/
diplomacy	/dɪˈpɫoʊməsi/
regime	/ɹeɪˈʒim/, /ɹəˈʒim/
subsidy	/ˈsəbsɪdi/
rebel	/ˈɹɛbəɫ/, /ɹɪˈbɛɫ/
casualty	/ˈkæʒəɫti/, /ˈkæʒəwəɫti/, /ˈkæʒwəɫti/
riot	/ˈɹaɪət/
contention	/kənˈtɛnʃən/
suffrage	/ˈsəfɹɪdʒ/
lyric	/ˈɫɪɹɪk/
euphemism	/ˈjufəˌmɪzəm/
adage	/ˈædədʒ/, /ˈædɪdʒ/
vernacular	/vɝˈnækjəɫɝ/
captive	/ˈkæptɪv/
secular	/ˈsɛkjəɫɝ/
earthenware	/ˈɝθənˌwɛɹ/
tabloid	/ˈtæbɫɔɪd/
pagoda	/pəˈɡoʊdə/
revolt	/ɹiˈvoʊɫt/, /ɹɪˈvoʊɫt/
cathedral	/kəˈθidɹəɫ/
immortal	/ˌɪˈmɔɹtəɫ/
boundary	/ˈbaʊndɝi/, /ˈbaʊndɹi/
ethical	/ˈɛθɪkəɫ/
vote	/ˈvoʊt/
assembly	/əˈsɛmbɫi/
ministry	/ˈmɪnəstɹi/, /ˈmɪnɪstɹi/
representative	/ˌɹɛpɹəˈzɛnətɪv/, /ˌɹɛpɹəˈzɛntətɪv/, /ˌɹɛpɹɪˈzɛnətɪv/, /ˌɹɛpɹɪˈzɛntətɪv/
panel	/ˈpænəɫ/
press conference	
fundraising	/ˈfənˌdɹeɪsɪŋ/
ambassador	/æmˈbæsədɝ/
hunger	/ˈhəŋɡɝ/
mayor	/ˈmeɪɝ/
crusade	/kɹuˈseɪd/
garment	/ˈɡɑɹmənt/
swarm	/ˈswɔɹm/
fling	/ˈfɫɪŋ/
